,Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtFinType1,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,SalePrice,OverallCond_bin,FullBath_bin,ExterQual_bin,KitchenQual_bin
315,151,20,RL,CollgCr,1Story,5,1975,1975,HdBoard,HdBoard,None,CBlock,TA,BLQ,969,5,0,Attchd,Unf,2,440,122000,0,0,1,1
316,281,60,RL,SawyerW,2Story,7,1989,1989,Plywood,Plywood,BrkFace,CBlock,Gd,GLQ,1982,7,1,Attchd,Fin,2,575,228500,0,1,0,0
317,534,20,RL,BrkSide,1Story,1,1946,1950,VinylSd,VinylSd,None,Slab,TA,Unf,334,2,0,Attchd,Unf,0,0,39300,0,0,1,1
318,692,60,RL,NoRidge,2Story,10,1994,1995,HdBoard,HdBoard,BrkFace,PConc,Ex,GLQ,4316,10,2,Attchd,Fin,3,832,755000,0,0,0,0
319,846,85,RL,Sawyer,SFoyer,5,1975,1981,HdBoard,HdBoard,None,CBlock,Gd,ALQ,1701,6,2,Basment,Fin,2,611,171000,1,1,1,1
320,877,20,RL,Mitchel,1Story,4,1963,1963,HdBoard,Plywood,None,PConc,TA,ALQ,1040,5,0,Attchd,Unf,2,648,132250,1,0,1,1
321,916,160,RM,MeadowV,2Story,4,1970,1970,CemntBd,CmentBd,BrkFace,CBlock,TA,Unf,1092,6,0,Attchd,Unf,1,286,75000,1,0,1,1
322,1002,30,RL,OldTown,1Story,5,1920,1950,Wd Sdng,Wd Sdng,None,BrkTil,Fa,Unf,691,4,0,Detchd,Unf,1,216,86000,0,0,1,0
323,1223,50,RL,NAmes,1.5Fin,6,1949,1950,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,Rec,1846,7,1,Attchd,Unf,1,315,143000,0,1,1,1
324,1246,80,RL,NWAmes,SLvl,6,1984,2003,VinylSd,VinylSd,BrkFace,CBlock,Gd,Unf,1868,7,1,BuiltIn,Fin,2,477,178000,0,0,1,1
325,1267,190,RM,OldTown,2.5Unf,7,1910,1950,Wd Sdng,Wd Sdng,None,CBlock,TA,Unf,1889,9,1,Detchd,Unf,1,308,122000,0,0,1,1
326,1312,20,RL,CollgCr,1Story,7,2005,2007,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1274,6,0,Attchd,RFn,2,508,203000,1,1,0,0
327,55,80,RL,NAmes,SLvl,5,1955,1955,MetalSd,MetalSd,None,CBlock,TA,ALQ,1360,6,1,Detchd,Unf,2,572,130000,1,0,1,1
328,71,20,RL,NAmes,1Story,7,1973,1973,Plywood,Plywood,BrkFace,CBlock,Gd,ALQ,2223,8,2,Attchd,Fin,2,516,244000,0,1,1,1
329,127,120,RL,NPkVill,1Story,6,1976,1976,Plywood,Plywood,None,CBlock,Gd,ALQ,958,5,1,Attchd,RFn,2,440,128000,1,1,1,1
330,488,20,RL,NWAmes,1Story,5,1971,1971,Plywood,Plywood,None,CBlock,Gd,ALQ,1484,7,1,Attchd,Unf,2,487,175000,0,1,1,1
331,598,120,RL,Blmngtn,1Story,7,2006,2007,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,1402,7,1,Attchd,Fin,3,648,194201,1,0,0,0
332,1320,20,RL,Edwards,1Story,4,1954,1954,Wd Sdng,Wd Sdng,BrkFace,PConc,TA,ALQ,948,5,0,Attchd,Unf,1,248,111000,1,0,1,1
333,1325,20,RL,Somerst,1Story,8,2006,2007,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,1795,7,1,Attchd,RFn,3,895,147000,1,1,0,0
334,1396,60,RL,Timber,2Story,8,2005,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2482,9,1,BuiltIn,Fin,3,642,281213,1,1,0,0
335,62,75,RM,IDOTRR,2.5Unf,5,1920,1996,MetalSd,MetalSd,None,BrkTil,TA,Unf,1111,6,0,Detchd,Unf,1,288,101000,0,0,1,1
336,207,20,RL,Sawyer,1Story,5,1962,1962,HdBoard,HdBoard,None,CBlock,TA,Unf,1696,8,1,Attchd,RFn,1,349,143900,1,0,1,1
337,439,30,RL,Crawfor,1Story,5,1913,2002,WdShing,Stucco,None,PConc,TA,LwQ,694,4,1,Detchd,Unf,1,352,90350,0,0,1,0
338,478,60,RL,NridgHt,2Story,9,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2643,9,1,BuiltIn,Fin,3,694,380000,1,1,0,0
339,480,30,RM,OldTown,1Story,4,1937,2000,Stucco,Stucco,BrkCmn,BrkTil,Fa,Rec,1131,7,0,Detchd,Unf,2,672,89471,0,0,1,1
340,485,20,RL,Sawyer,1Story,5,1962,2001,HdBoard,Plywood,None,CBlock,TA,ALQ,999,6,0,Detchd,Unf,1,264,132500,0,0,1,0
341,530,20,RL,Crawfor,1Story,6,1957,1975,Wd Sdng,Stone,None,PConc,TA,Rec,2515,9,2,Attchd,RFn,2,484,200624,0,0,0,1
342,636,190,RH,SWISU,2.5Fin,6,1914,1995,VinylSd,VinylSd,None,CBlock,TA,LwQ,3395,14,0,Attchd,Unf,0,0,200000,0,1,1,1
343,646,20,RL,NAmes,1Story,6,1971,1971,Plywood,Plywood,None,CBlock,TA,ALQ,981,5,0,Detchd,Unf,2,576,143250,1,0,1,1
344,688,160,FV,Somerst,2Story,7,2004,2004,MetalSd,MetalSd,None,PConc,Gd,GLQ,1102,4,0,Detchd,Unf,2,480,148800,1,1,0,0
345,933,20,RL,Somerst,1Story,9,2006,2006,VinylSd,ImStucc,Stone,PConc,Ex,Unf,1905,8,1,Attchd,Fin,3,788,320000,1,1,0,0
346,1007,20,RL,NAmes,1Story,6,1970,1970,Plywood,Plywood,None,CBlock,Gd,LwQ,1657,7,1,Attchd,Unf,2,484,163500,0,1,1,1
347,1023,50,RM,OldTown,1.5Fin,5,1930,1950,Wd Sdng,Wd Sdng,None,CBlock,TA,LwQ,1248,6,0,Detchd,Unf,1,160,87000,1,0,1,1
348,1026,20,RL,CollgCr,1Story,5,1972,1972,VinylSd,VinylSd,None,CBlock,TA,LwQ,882,5,0,Detchd,Unf,2,461,112500,1,0,1,1
349,1060,50,RL,Crawfor,1.5Fin,6,1932,1950,MetalSd,MetalSd,BrkFace,CBlock,TA,Rec,1991,7,1,Detchd,Unf,2,432,220000,0,0,1,1
350,1096,20,RL,CollgCr,1Story,6,2006,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1314,6,1,Attchd,RFn,2,440,176432,1,1,0,0
351,1097,70,RM,IDOTRR,2Story,6,1914,2006,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1355,7,0,Attchd,Unf,0,0,127000,0,0,1,0
352,1174,50,RL,ClearCr,1.5Fin,5,1946,1994,MetalSd,MetalSd,None,CBlock,TA,Rec,3086,12,1,Attchd,Unf,0,0,200500,0,0,1,0
353,1191,190,RL,Mitchel,1Story,4,1961,1975,MetalSd,MetalSd,Stone,CBlock,TA,BLQ,1622,7,1,2Types,Fin,4,1356,168000,0,0,1,1
354,1233,90,RL,NAmes,1Story,4,1962,1962,HdBoard,HdBoard,None,Slab,TA,Unf,1224,6,0,CarPort,Unf,2,462,101800,1,1,1,1
355,1364,60,RL,Gilbert,2Story,6,2006,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1412,6,1,BuiltIn,Fin,2,432,156932,1,1,1,0
356,1374,20,RL,NoRidge,1Story,10,2001,2002,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,2633,8,2,Attchd,RFn,3,804,466500,1,1,0,0
357,1390,50,RM,BrkSide,1.5Fin,6,1941,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,ALQ,1218,6,1,Detchd,Unf,2,440,131000,0,0,1,1
358,118,20,RL,Edwards,1Story,5,2006,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1125,5,0,Attchd,Unf,2,430,155000,1,0,1,1
359,164,45,RL,OldTown,1.5Unf,4,1956,1956,MetalSd,MetalSd,None,CBlock,TA,Unf,882,4,0,Attchd,Unf,0,0,103200,0,0,1,1
360,209,60,RL,SawyerW,2Story,7,1988,1989,Plywood,Plywood,BrkFace,CBlock,Gd,GLQ,2062,7,1,Attchd,Fin,2,454,277000,1,1,0,1
361,347,20,RL,NAmes,1Story,6,1960,1998,MetalSd,MetalSd,None,CBlock,TA,BLQ,958,5,0,Attchd,RFn,1,301,151500,0,0,1,1
362,383,60,RL,CollgCr,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1797,8,0,Attchd,RFn,2,639,213500,1,1,0,0
363,419,50,RL,Edwards,1.5Fin,5,1940,1950,MetalSd,MetalSd,None,BrkTil,TA,ALQ,1134,7,0,Detchd,Unf,1,240,126000,0,0,1,1
364,467,20,RL,NAmes,1Story,7,1970,1970,Plywood,Plywood,None,CBlock,TA,GLQ,1277,5,1,Attchd,Unf,2,526,167000,1,0,1,1
365,503,20,RL,Edwards,1Story,5,1965,1965,MetalSd,MetalSd,None,CBlock,TA,ALQ,1214,6,0,Detchd,Unf,2,461,140000,0,0,1,1
366,548,85,RL,Mitchel,SFoyer,5,1970,1970,VinylSd,VinylSd,None,CBlock,Gd,ALQ,768,5,0,Detchd,Unf,2,624,129500,0,0,1,1
367,610,20,RL,Sawyer,1Story,4,1961,1961,VinylSd,VinylSd,BrkCmn,CBlock,TA,Rec,1029,5,0,Attchd,Unf,1,261,118500,1,0,1,1
368,644,60,RL,NWAmes,2Story,5,1969,1969,WdShing,HdBoard,BrkFace,CBlock,TA,Rec,1620,7,0,Attchd,Fin,2,462,152000,1,1,1,1
369,797,20,RL,Sawyer,1Story,6,1977,1977,Plywood,Plywood,BrkFace,CBlock,TA,Unf,1285,7,1,Attchd,RFn,2,528,143500,1,0,1,1
370,814,20,RL,NAmes,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,CBlock,TA,Rec,1442,7,0,Attchd,RFn,1,301,157900,0,0,1,1
371,882,50,RL,Timber,1.5Fin,7,1990,1991,HdBoard,HdBoard,BrkFace,CBlock,Gd,LwQ,1717,7,1,Attchd,RFn,2,400,187500,1,1,0,0
372,958,20,RL,Sawyer,1Story,5,1962,1962,MetalSd,MetalSd,None,CBlock,TA,Rec,1057,6,0,Detchd,Fin,2,576,132000,1,0,1,1
373,1029,50,RL,NAmes,1.5Fin,5,1941,1950,WdShing,Wd Shng,None,CBlock,TA,Rec,1376,6,1,Attchd,Unf,1,240,105000,1,0,1,1
374,1080,20,RL,CollgCr,1Story,5,1994,1994,VinylSd,VinylSd,None,PConc,Gd,GLQ,990,5,0,Attchd,Unf,1,299,126000,1,0,1,1
375,1103,20,RL,NAmes,1Story,5,1960,2002,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,Rec,1134,6,0,Attchd,RFn,1,254,135000,0,0,1,1
376,1105,160,RM,BrDale,2Story,5,1970,1970,HdBoard,HdBoard,BrkFace,CBlock,TA,Unf,1302,6,0,Detchd,Unf,2,440,106000,1,1,1,1
377,1143,60,RL,CollgCr,2Story,8,2006,2007,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,2828,11,1,BuiltIn,RFn,3,1052,424870,1,0,0,0
378,1176,50,RL,NoRidge,1.5Fin,8,1992,2000,HdBoard,HdBoard,BrkFace,PConc,Gd,GLQ,2872,9,1,Attchd,Fin,2,541,285000,1,1,0,0
379,1318,120,FV,Somerst,1Story,7,2006,2007,VinylSd,VinylSd,None,PConc,Ex,Unf,1352,5,1,Attchd,RFn,2,466,208900,1,1,0,0
380,1430,20,RL,NWAmes,1Story,6,1981,1981,MetalSd,MetalSd,BrkFace,CBlock,Gd,BLQ,1440,7,1,Attchd,Fin,2,467,182900,0,1,0,0
381,2,20,RL,Veenker,1Story,6,1976,1976,MetalSd,MetalSd,None,CBlock,Gd,ALQ,1262,6,1,Attchd,RFn,2,460,181500,0,1,1,1
382,95,60,RL,CollgCr,2Story,6,1997,1997,VinylSd,VinylSd,None,PConc,Gd,GLQ,1786,7,0,Attchd,RFn,2,684,204750,1,1,1,0
383,98,20,RL,Edwards,1Story,4,1965,1965,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,960,6,0,Attchd,Fin,1,432,94750,1,0,1,1
384,169,60,RL,Gilbert,2Story,7,2004,2004,VinylSd,VinylSd,None,PConc,Gd,Unf,1720,7,1,Attchd,Fin,2,440,183500,1,1,0,0
385,171,50,RM,OldTown,1.5Fin,5,1941,1950,MetalSd,MetalSd,None,CBlock,TA,Rec,1382,7,0,Detchd,Unf,2,660,128500,0,0,1,1
386,270,20,RL,Edwards,1Story,6,1976,1976,HdBoard,HdBoard,BrkFace,CBlock,TA,BLQ,1113,6,1,Attchd,RFn,1,504,148000,0,0,1,1
387,279,20,RL,NridgHt,1Story,9,2006,2007,CemntBd,CmentBd,BrkFace,PConc,Ex,Unf,2121,8,1,Attchd,Fin,3,732,415298,1,1,0,0
388,302,60,RL,CollgCr,2Story,8,1998,1999,VinylSd,VinylSd,None,PConc,Gd,GLQ,2452,9,1,BuiltIn,Fin,2,683,267000,1,1,0,0
389,405,60,RL,Gilbert,2Story,6,1995,1996,MetalSd,MetalSd,None,PConc,Gd,Unf,1572,7,1,BuiltIn,Fin,2,373,168000,1,1,1,1
390,469,20,RL,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1634,7,1,Attchd,RFn,3,866,250000,1,1,0,0
391,497,20,RL,NoRidge,1Story,8,1992,1993,BrkFace,BrkFace,None,PConc,Gd,GLQ,3228,10,1,Attchd,RFn,2,546,430000,1,0,0,0
392,501,160,RM,BrDale,2Story,6,1973,1973,HdBoard,HdBoard,BrkFace,CBlock,TA,BLQ,1218,7,0,Detchd,Unf,1,264,113000,1,0,1,1
393,519,60,RL,CollgCr,2Story,6,1998,1998,VinylSd,VinylSd,None,PConc,Gd,GLQ,1796,7,0,Attchd,RFn,2,546,211000,1,1,1,1
394,522,20,RL,NAmes,1Story,6,1957,1957,VinylSd,VinylSd,None,CBlock,TA,Rec,1244,6,2,Attchd,Unf,1,336,150000,0,0,1,1
395,547,50,RL,BrkSide,1.5Fin,6,1923,1950,BrkFace,Wd Sdng,None,BrkTil,Gd,Rec,1635,6,1,Detchd,Unf,2,440,210000,0,0,1,1
396,583,90,RL,Edwards,SFoyer,6,1990,1990,HdBoard,HdBoard,BrkFace,CBlock,Gd,GLQ,816,5,0,Attchd,Unf,0,0,118500,1,0,1,1
397,642,60,FV,Somerst,2Story,7,2001,2001,VinylSd,VinylSd,None,PConc,Gd,GLQ,1929,7,1,Attchd,Fin,2,650,226000,1,1,0,0
398,732,80,RL,Timber,SLvl,7,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,1146,6,1,Attchd,Fin,2,438,187500,1,1,0,0
399,735,20,RL,Sawyer,1Story,5,1968,1968,Plywood,Plywood,None,PConc,TA,Unf,948,6,0,Attchd,Unf,1,300,108000,1,0,1,1
400,741,70,RM,OldTown,2Story,5,1910,2002,Wd Sdng,Wd Shng,None,BrkTil,Fa,Unf,1432,7,0,Detchd,Unf,2,360,132000,0,1,1,1
401,792,80,RL,Mitchel,SLvl,6,1976,1976,HdBoard,HdBoard,None,PConc,Gd,ALQ,1062,5,2,Attchd,RFn,2,539,146800,1,0,1,1
402,868,20,RL,Sawyer,1Story,4,1961,1961,VinylSd,VinylSd,None,CBlock,TA,ALQ,1120,5,0,Attchd,RFn,2,544,129000,1,0,1,1
403,927,60,RL,NridgHt,2Story,8,2003,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2374,10,1,BuiltIn,Fin,3,656,285000,1,1,0,0
404,979,20,RL,Edwards,1Story,4,1954,1954,MetalSd,MetalSd,None,CBlock,TA,LwQ,894,5,0,Detchd,Unf,2,400,110000,1,0,1,1
405,1019,80,RL,Gilbert,SLvl,7,1991,1992,HdBoard,HdBoard,BrkFace,PConc,Gd,Unf,1472,7,1,Attchd,RFn,2,402,160000,1,1,0,0
406,1070,45,RL,NAmes,1.5Unf,5,1949,2003,MetalSd,MetalSd,None,CBlock,TA,ALQ,893,4,0,Detchd,Unf,2,576,135000,0,0,1,0
407,1075,20,RL,CollgCr,1Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1240,5,0,Attchd,RFn,3,826,194000,1,1,0,0
408,1107,20,RL,SawyerW,1Story,7,1990,1991,HdBoard,HdBoard,None,PConc,Gd,GLQ,1442,6,1,Attchd,Fin,2,719,179900,1,1,0,0
409,1114,20,RL,NAmes,1Story,5,1953,2006,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1008,6,0,Attchd,Unf,1,240,134500,0,0,1,0
410,1121,30,RM,IDOTRR,1Story,6,1920,1950,BrkFace,BrkFace,None,BrkTil,TA,Unf,1012,6,1,Detchd,Unf,1,308,118400,1,0,1,1
411,1133,70,RM,OldTown,2Story,6,1880,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,2210,8,0,Detchd,Unf,1,205,117500,0,1,1,1
412,1136,30,RM,BrkSide,1Story,6,1926,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,986,5,1,Detchd,Unf,1,180,102000,1,0,1,1
413,1140,30,RL,BrkSide,1Story,5,1920,1950,Stucco,Stucco,None,BrkTil,TA,BLQ,1167,6,1,Detchd,Unf,2,495,144000,1,0,1,1
414,1163,20,RL,Sawyer,1Story,5,1968,1968,VinylSd,VinylSd,None,CBlock,Gd,BLQ,894,5,1,Attchd,Fin,2,450,129000,1,0,1,1
415,1185,20,RL,Timber,1Story,5,1963,1963,MetalSd,MetalSd,BrkFace,CBlock,TA,Rec,1572,5,2,2Types,RFn,3,995,186700,0,0,1,1
416,1216,20,RL,Sawyer,1Story,5,1966,1966,VinylSd,VinylSd,None,CBlock,TA,Rec,894,5,0,Detchd,RFn,1,384,125000,1,0,1,1
417,1250,20,RL,NAmes,1Story,5,1950,1950,MetalSd,MetalSd,None,CBlock,TA,BLQ,988,6,0,Attchd,Unf,1,276,119000,0,0,1,1
418,1327,30,RH,Edwards,1Story,3,1931,2006,MetalSd,MetalSd,None,BrkTil,TA,Rec,774,6,0,Attchd,Unf,0,0,79000,0,0,1,0
419,1348,20,RL,Timber,1Story,8,2006,2007,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,1776,7,1,Attchd,Fin,3,712,283463,1,1,0,0
420,1398,70,RM,BrkSide,2Story,5,1920,2004,MetalSd,MetalSd,None,BrkTil,TA,Unf,1513,8,0,Detchd,Unf,1,180,137500,0,0,1,1
421,1437,20,RL,NAmes,1Story,4,1971,1971,HdBoard,HdBoard,None,PConc,TA,ALQ,864,5,0,Detchd,Unf,2,528,120500,0,0,1,1
422,1446,85,RL,Sawyer,SFoyer,6,1966,1966,VinylSd,VinylSd,None,CBlock,TA,LwQ,913,6,0,Detchd,Unf,1,240,129000,1,0,1,1
423,1449,50,RL,Edwards,2Story,4,1910,2000,MetalSd,HdBoard,None,CBlock,Fa,Unf,1346,6,0,Detchd,Unf,1,384,112000,0,0,1,1
424,22,45,RM,IDOTRR,1.5Unf,7,1930,1950,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1108,6,1,Attchd,Unf,1,280,139400,0,0,1,0
425,24,120,RM,MeadowV,1Story,5,1976,1976,CemntBd,CmentBd,None,PConc,Gd,GLQ,1060,6,1,Attchd,Unf,2,572,129900,0,0,1,1
426,68,20,RL,CollgCr,1Story,7,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1479,7,0,Attchd,RFn,2,558,226000,1,1,0,0
427,72,20,RL,Mitchel,1Story,4,1982,2006,HdBoard,Plywood,None,CBlock,TA,ALQ,845,4,0,Detchd,Unf,2,360,129500,0,0,1,1
428,105,50,RM,IDOTRR,1.5Fin,7,1931,1950,Stucco,Stucco,BrkFace,PConc,TA,LwQ,1818,7,2,Detchd,Unf,1,240,169500,0,0,1,1
429,116,160,FV,Somerst,2Story,6,1999,1999,MetalSd,MetalSd,BrkFace,PConc,Gd,GLQ,1458,5,1,Detchd,Unf,2,440,176000,1,1,1,1
430,122,50,RM,IDOTRR,1.5Fin,4,1939,1950,AsbShng,AsbShng,None,PConc,TA,Unf,1123,4,0,Detchd,Unf,1,264,100000,1,0,1,1
431,128,45,RM,OldTown,1.5Unf,5,1930,1950,WdShing,Wd Sdng,None,BrkTil,TA,LwQ,840,5,1,Attchd,Unf,0,0,87000,0,0,1,1
432,176,20,RL,Edwards,1Story,6,1950,2001,WdShing,Wd Shng,None,CBlock,TA,ALQ,2158,7,1,Attchd,Unf,2,576,243000,0,1,1,0
433,181,160,FV,Somerst,2Story,6,2000,2000,MetalSd,MetalSd,BrkFace,PConc,Gd,GLQ,1525,5,1,Detchd,Unf,2,440,177000,1,1,0,0
434,183,20,RL,Edwards,1Story,5,1957,2006,Wd Sdng,Wd Sdng,BrkFace,PConc,TA,Unf,1340,7,1,Attchd,RFn,1,252,120000,0,0,1,1
435,192,60,RL,NAmes,2Story,7,1972,2004,HdBoard,HdBoard,BrkFace,CBlock,TA,ALQ,1479,7,0,Attchd,Fin,2,484,184000,0,0,1,0
436,227,60,RL,NoRidge,2Story,7,1995,1995,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,2520,9,1,Attchd,RFn,3,721,290000,1,1,0,0
437,250,50,RL,ClearCr,1.5Fin,6,1958,2006,Wd Sdng,HdBoard,BrkCmn,CBlock,Gd,Rec,2144,7,2,Attchd,Fin,2,389,277000,0,1,0,0
438,275,20,RL,Mitchel,1Story,5,1982,1982,HdBoard,ImStucc,None,CBlock,TA,ALQ,816,5,0,Attchd,Unf,1,264,124500,0,0,1,1
439,286,160,FV,Somerst,2Story,7,2006,2007,MetalSd,MetalSd,None,PConc,Gd,Unf,1250,5,0,Detchd,RFn,2,528,164700,1,1,0,0
440,297,50,RM,IDOTRR,1.5Fin,5,1950,1950,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1558,6,0,Attchd,Unf,1,282,152000,1,0,1,1
441,298,60,FV,Somerst,2Story,7,1997,1998,VinylSd,VinylSd,BrkFace,PConc,Gd,BLQ,1950,7,1,Detchd,RFn,2,576,239000,1,1,0,0
442,299,60,RL,NWAmes,2Story,6,1968,1968,HdBoard,AsphShn,BrkFace,CBlock,TA,ALQ,1743,7,1,Attchd,Unf,2,539,175000,0,0,0,1
443,307,60,RL,SawyerW,2Story,7,1990,1991,HdBoard,Plywood,BrkFace,CBlock,Gd,ALQ,2243,8,1,Attchd,RFn,3,746,225000,1,1,0,0
444,322,60,RL,NridgHt,2Story,8,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,2468,10,1,BuiltIn,Fin,3,872,354000,1,1,0,0
445,361,85,RL,Mitchel,SFoyer,6,1978,1978,VinylSd,VinylSd,None,CBlock,Gd,GLQ,912,5,1,Attchd,RFn,2,470,156000,0,0,1,1
446,385,60,RL,ClearCr,2Story,6,1992,1992,HdBoard,HdBoard,None,PConc,Gd,GLQ,1953,9,2,Attchd,Fin,2,501,240000,1,1,0,0
447,444,120,RL,Blmngtn,1Story,7,2006,2007,WdShing,Wd Shng,BrkFace,PConc,Ex,Unf,1258,6,1,Attchd,Fin,3,648,172500,1,1,0,0
448,450,50,RM,OldTown,1.5Fin,3,1948,2002,MetalSd,MetalSd,None,CBlock,TA,ALQ,1183,6,0,Detchd,Unf,1,308,120000,0,0,1,1
449,468,70,RL,NAmes,2Story,5,1942,1995,MetalSd,MetalSd,Stone,CBlock,TA,LwQ,1644,7,2,Attchd,Unf,1,312,146500,0,0,1,0
450,487,20,RL,NAmes,1Story,5,1965,1965,MetalSd,MetalSd,BrkFace,CBlock,TA,ALQ,1073,6,0,Attchd,RFn,2,515,156000,0,0,1,1
451,500,20,RL,NAmes,1Story,5,1958,1985,MetalSd,MetalSd,None,CBlock,TA,BLQ,912,5,0,Attchd,Fin,1,297,120000,0,0,1,1
452,514,20,RL,Mitchel,1Story,6,1983,1983,VinylSd,VinylSd,None,PConc,TA,ALQ,1080,5,0,Attchd,Unf,2,484,134000,1,0,1,1
453,515,45,RL,Crawfor,1.5Unf,5,1926,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,789,5,0,Detchd,Unf,1,200,96500,1,0,1,1
454,527,20,RL,NAmes,1Story,5,1956,2000,Wd Sdng,Wd Sdng,None,CBlock,Gd,Rec,928,4,0,Attchd,Unf,1,252,132000,0,0,1,1
455,542,60,RL,NoRidge,2Story,8,2000,2000,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2285,8,1,BuiltIn,Fin,3,648,248000,1,1,0,0
456,544,120,RH,NAmes,SFoyer,7,1998,1998,MetalSd,MetalSd,BrkFace,PConc,Gd,GLQ,767,4,0,Attchd,Fin,1,367,133000,1,0,1,1
457,581,20,RL,NAmes,1Story,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,BLQ,1429,7,2,Attchd,Unf,2,572,181900,0,0,1,0
458,624,160,FV,Somerst,2Story,6,2000,2000,MetalSd,MetalSd,BrkFace,PConc,Gd,GLQ,1512,4,1,Detchd,Unf,2,440,168500,1,1,0,0
459,674,20,RL,Crawfor,1Story,6,1957,2004,CemntBd,CmentBd,BrkFace,PConc,TA,GLQ,1839,7,2,Attchd,Fin,2,416,257500,0,1,1,0
460,690,120,RL,NridgHt,1Story,6,2005,2006,VinylSd,VinylSd,Stone,PConc,Gd,ALQ,1362,6,1,Attchd,RFn,2,460,194700,1,1,0,0
461,707,20,RL,ClearCr,1Story,7,1971,2002,Plywood,Plywood,Stone,CBlock,Gd,GLQ,1824,5,2,Attchd,Unf,2,739,302000,1,1,1,0
462,781,20,RL,Gilbert,1Story,7,1995,1996,HdBoard,HdBoard,BrkFace,PConc,Gd,Unf,1253,6,1,Attchd,Fin,2,402,176000,1,1,1,1
463,793,60,RL,NoRidge,2Story,7,1996,1997,MetalSd,MetalSd,None,PConc,Gd,GLQ,2013,8,1,Attchd,Unf,2,455,269790,1,1,0,1
464,794,20,RL,Somerst,1Story,8,2007,2007,CemntBd,CmentBd,Stone,PConc,Gd,Unf,1496,7,0,Attchd,Fin,2,474,225000,1,1,0,0
465,800,50,RL,SWISU,1.5Fin,5,1937,1950,Wd Sdng,Wd Sdng,BrkFace,BrkTil,Gd,ALQ,1768,7,2,Detchd,Unf,1,240,175000,0,0,1,0
466,837,30,RM,OldTown,1Story,5,1948,1973,VinylSd,VinylSd,None,BrkTil,TA,Rec,1559,5,0,Detchd,Unf,2,812,153500,0,0,1,1
467,861,50,RL,Crawfor,1.5Fin,7,1918,1998,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,1426,7,1,Detchd,Unf,1,216,189950,0,0,0,0
468,881,20,RL,Edwards,1Story,5,2005,2006,VinylSd,VinylSd,None,PConc,Ex,ALQ,1090,5,0,Attchd,Fin,2,450,157000,1,0,1,1
469,901,20,RL,NAmes,1Story,4,1971,1971,HdBoard,HdBoard,None,CBlock,TA,ALQ,858,4,0,Detchd,Unf,1,684,110000,0,0,1,1
470,907,20,RL,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1636,8,1,Attchd,RFn,3,865,255000,1,1,0,0
471,944,90,RL,Mitchel,1Story,5,1967,1967,HdBoard,Plywood,None,CBlock,TA,Unf,1632,8,0,Attchd,Unf,2,576,143000,0,1,1,1
472,989,60,RL,NWAmes,2Story,6,1976,1976,Plywood,Plywood,BrkFace,CBlock,TA,LwQ,2030,8,1,Attchd,Fin,2,551,195000,0,1,1,0
